CORPORATE_IDENTIFICATION_NUMBER,DATE_OF_REGISTRATION,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U00063KA1993PTC014561,20-07-1993,MEERA IMPEX PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"18,11TH MAIN,14TH CROSSMALLESWARAM BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014607,04-08-1993,AMERICAN STOCK INDIA PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"NO:4, S.B.I.COLONY, 3RD BLOCK,3RD CROSS ROAD KORAMANGALA BANGALORE Bangalore Karnataka INDIA 560034",Indian Non-Government Company
U00063KA1993PTC014621,11-08-1993,LIBERTY SHAKTI IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.288,38TH CROSS,8TH BLOCK,BANGALORE-560 082. BANGALORE-560 082. Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014634,13-08-1993,VIKRAM DISTRIBUTORS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"177-A/44,22ND CROSSIIIBLOCK,JAYANAGAR BANGALORE 560011 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014667,25-08-1993,OMNI PRODUCTS INTERNATIONAL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO9, 5TH `C' CROSS, I.A.SOFFICES COLONY 16TH MAIN ROAD, IIND STAGE,B.T.M.LAYOUT, BANGALORE-560 076. Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014679,26-08-1993,HEMLET TRADERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"92/1,GANDHI BAZARBASAVANA GUDI BANGALORE 560004 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014789,6-10-1993,BLUE BIRD EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"707,S.P.B.C,BARTON CENTER84,M.G.ROAD BANGALOR 560001 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014856,28-10-1993,PRASHANT MULTIPRODUCTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00",NA,Karnataka,RoC-Bangalore,NA,MANJUSHREE BUILDINGDONGOKERY ROAD MANGALORE-3 MANGALORE-3 Karnataka INDIA,Indian Non-Government Company
U00063KA1993PTC014874,3-11-1993,ESDES EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"904, IFLOOR, 7TH CROSS, ASHOKNAGAR BANASHANKARI I STAGE, BANGALORE 50. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014902,9-11-1993,DESTINY SALES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","50,000.00",Karnataka,RoC-Bangalore,NA,"B.C.61,HUSANIWALA ROAD CAMPBELGAUM BELGAUM Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014917,11-11-1993,RAMSONS ENTERPRISES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"4/2,O.T.C ROADNAGARTH PET,BANGALORE 560002 560002 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014943,19-11-1993,PREMA SATYA SAI EXPORTSANDIMPORTS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"50,000.00",NA,Karnataka,RoC-Bangalore,NA,"227,5TH MAIN,I STAGESIDDHARTHA NAGAR MYSORE 570 011 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014952,22-11-1993,FAIRBOND TRADINGANDSERVICES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"FLAT NO.10,NAINA TERRACES,159RICHMOND ROAD BANGALORE 560025 Bangalore Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC014960,23-11-1993,FABAR EXPORTERS AND MARKETERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"87,I FLOOR,O.K.ROADBANGALORE 560002 Bangalore Karnataka INDIA 560002",Indian Non-Government Company
U00063KA1993PTC015045,17-12-1993,CADUS INTERNATIONAL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"10,000,000.00","60,000.00",Karnataka,RoC-Bangalore,NA,"A.203,BLUE CROSS CHAMBERSBANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC015047,17-12-1993,NUSTONE EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"330/D,12TH MAIN,HAL II STAGEINDIRANAGAR BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC015066,24-12-1993,MALARRAJ EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Guarantee,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"419/2,BANASWADI ROADBANASWADI,BANGALORE 560 043 Karnataka INDIA",Indian Non-Government Company
U00063KA1993PTC015067,24-12-1993,HOPEWELL MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,FLAT 203 2ND FLOOR WHITE HOUSEB.2 PHASE 2 6TH MAIN 15TH CROS RT NAGAR BANGALORE -560032 Karnataka INDIA,Indian Non-Government Company
U00063KA1994FTC015237,15-02-1994,R.D.M. EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,70 Mission Road Karnataka INDIA,Subsidiary of Foreign Company
U00063KA1994PLC016038,09-08-1994,STANZA EXPORTS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"5,000,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"NO,11, 2ND STAGEIST MAIN, KHB COLONY LIG BASAVESWARA NAGAR bangalore Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015098,03-01-1994,NAMASYAMI EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","7,510.00",Karnataka,RoC-Bangalore,NA,"7A,8TH BLOCK,KORAMANGALABANGALORE 560 095 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015127,18-01-1994,NEW CREATIONS TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","6,000.00",Karnataka,RoC-Bangalore,NA,"NO.273,7 TH CROSS,4 TH MAINROAD,B.S.K.I STAGE, SRINIVASNAGAR BANGALORE-560002 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015146,21-01-1994,PHIL JHON IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"1B,AMBADI APARTMENTS MICHELPALAYA(NEAR CHINMAYA HOSPITAL) INDIRANAGAR BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015151,24-01-1994,SIS EXPORTS AND MARKETING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"421/P,BINNAMANGALAINDIRANAGAR,I STAGE BANGALORE -38 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015207,08-02-1994,ALLCOM EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"335, 18TH G. MAIN BLOCK-6,KORAMNAGALA, BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015289,01-03-1994,SOUNDARYA EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"34,UPSTAIRS,9TH CROSSWEST OF CHORD ROAD BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015305,03-03-1994,GTI EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"NO.28, RMV II STAGE,CHANNAMMA KALYANA MANTAP ROAD, NAGASHETTY HALLI, Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015311,04-03-1994,MANJU IMPEX PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"200,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"23/1,I FLOOR,I MAIN ROADSHESHDRIPURAM BANGALORE-20 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015317,07-03-1994,LORMAN MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"250,000.00","30,000.00",Karnataka,RoC-Bangalore,NA,"111,GANESH TOWERS,I FLOORINFANTRY ROAD BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015320,07-03-1994,TEAMIGHT ENTERPRISES(INDIA)PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00",300,Karnataka,RoC-Bangalore,NA,"4166,13TH A,MANI,INDIRANAGARBANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015326,08-03-1994,NIVEDITA TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"GROUND FLOOR, 9/D, 8TH BLOCK,80 FT. ROAD (OPP:POLICE STATION) KORAMANGALA, Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015344,09-03-1994,HAZRATH MEHBOOB SUBHANI IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"2815,12TH MAIN,D,BLOCKRAJAJINAGAR,II STAGE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015353,09-03-1994,MYTHRI TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"121A,GOKULAM MANI,JAYALAXMI PURAM,MYSORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015363,15-03-1994,NUGGET EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"34,I CROSS,CSI COMPOUNDMISSION ROAD BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015455,31-03-1994,SHRUTHILAND IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"527/A,27TH MAIN,12TH CROSS,IPHASE,J.P.NAGAR BANGALORE 560 078 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC015679,26-05-1994,MAHANT EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"SAVANSHIMATH&CO.LAXMI COMPLEXNEELIGIN ROAD, HUBLI Karnataka INDIA 580029",Indian Non-Government Company
U00063KA1994PTC016044,10-08-1994,DWARAKADEESH EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","30,000.00",Karnataka,RoC-Bangalore,NA,SHANKAR NAGARBANGALORE-96 bangalore Karnataka INDIA 560096,Indian Non-Government Company
U00063KA1994PTC016156,26-08-1994,UTHANA EXPORTS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"40,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"480,MANJU NILAYA,5TH CROSSM.S.R NAGAR BANGALORE Karnataka INDIA 560054",Indian Non-Government Company
U00063KA1994PTC016166,29-08-1994,ABG MARKETING SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",40,Karnataka,RoC-Bangalore,NA,"F-45,LAXMI COMPLEX,NEELIGIN ROAD,HUBLI-29 Karnataka INDIA",Indian Non-Government Company
U00063KA1994PTC016176,01-09-1994,VIJAYAPRABHA EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00",200,Karnataka,RoC-Bangalore,NA,"450/1/14,LAKSHMI,10TH MAIN ROAD,24TH CROSS II FLOOR,JAYANAGA BANGALORE Karnataka INDIA 560011",Indian Non-Government Company
U00063KA1994PTC016223,13-09-1994,CENOVIS TRADING COMPANY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",20,Karnataka,RoC-Bangalore,NA,"2267/5, K.R. ROAD,BSK.II STAGE, BANGALORE-70 BANGALORE Karnataka INDIA 560070",Indian Non-Government Company
U00063KA1994PTC016515,7-11-1994,LANKAPALLI EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"1754,I FLOOR,II BLOCK,II STAGERAJAJINAGAR BANGAlore Karnataka INDIA 560010",Indian Non-Government Company
U00063KA1994PTC016543,14-11-1994,SAI SARVATRA ENTERPRISES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"126,DEFENCE COLONY,3RD MAIN ROADINDIRANAGAR BANGALORE Karnataka INDIA 560038",Indian Non-Government Company
U00063KA1994PTC016545,14-11-1994,COORG MULTI SPICES EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"1,6TH MAIN,SRIKANTESWAR NAGAR NEAR MAHALAKSHMI SWIMMING POOL BANGALORE Karnataka INDIA 560096",Indian Non-Government Company
U00063KA1994PTC016553,15-11-1994,BENAKA OVERSEAS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"3,RAMAKRISHNOAH STREETSESHADRIPURAM,BANGALORE-20 Karnataka INDIA 560020",Indian Non-Government Company
U00063KA1994PTC016556,15-11-1994,MANX MOTORS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"130,WHEELER ROAD,COX TOWNBANGALORE-5 BANGALORE Karnataka INDIA 560005",Others
U00063KA1994PTC016566,16-11-1994,GREAT VALLEY EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"258-A,60FT,MAIN ROAD,SHIVANAGAR,RAJAJINAGAR BANGALORE Karnataka INDIA 560010",Indian Non-Government Company
U00063KA1994PTC016601,23-11-1994,STALOYS EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"HAL II STAGE,BANGALORE560 008 Karnataka INDIA 560008",Indian Non-Government Company
U00063KA1994PTC016700,9-12-1994,ALPHA CENTAUR IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"P-31,SECTOR XII,LIC COLONY,JEEVANBHEEMA NAGAR HAL II STAGE BANGALORE Karnataka INDIA 560075",Indian Non-Government Company
U00063KA1994PTC016726,14-12-1994,VETRIVEL ENTERPRISES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"SRIKANTA NILAYA,466,9TH CROSS,I BLOCK,JAYANAGAR BANGALORE 560 001 Karnataka INDIA 560001",Indian Non-Government Company
U00063KA1994PTC016751,16-12-1994,WINDWARD MARKETING SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"31,RACE COURSE ROADBANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00063KA1994PTC016797,22-12-1994,SUSHABHIT TRADERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"S-401,SOUTH BLOCK,MANIPAL CENTRE,DICKENSON ROAD, BANGALORE-42 BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
U00063KA1994PTC016799,22-12-1994,ALPHA MERCHANDIESE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"S-401,SOUTH BLOCK,MANIPAL CENTRE,DICKENSON ROAD, BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
U00063KA1994PTC016801,22-12-1994,MERCURU MERCANTILE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"S-401,SOUTH BLOCK,MANIPAL CENTRE,DICKENSON ROAD, BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
U00063KA1994PTC016802,22-12-1994,OASIS MERCANTILE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"S-401,SOUTH BLOCK,MANIPAL CENTRE,DICKENSON ROAD, BANGALORE-42 BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
U00063KA1995PLC017528,03-04-1995,UNIVERSAL EXPORTS (BANGALORE) LIMITED,AMALGAMATED,Public,Company Limited by Shares,"10,000,000.00","1,000,000.00",Karnataka,RoC-Bangalore,NA,"NO.70, MISSION ROAD, BANGALORE BANGALORE Karnataka INDIA 560027",Indian Non-Government Company
U00063KA1995PTC016974,16-01-1995,SPECTRUM IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"23,ANAND,II FLOOR,HARE KRISHNAROADNEAR SIVANANDA CIRCLE BANGALORE-1 BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017038,25-01-1995,DEMHA IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",NA,Karnataka,RoC-Bangalore,NA,"307, 3RD FLOOR, COMMERCEHOUSE, 9/1 CUNNINGHAM ROAD, BANGALORE 52 BANGALORE 52 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017156,09-02-1995,VELMURUGAN EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"5/1,BABU NIWAS,5TH CROSSBRINDAVAN NAGAR,MATHIKERE BANGALORE-54 BANGALORE-54 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017244,22-02-1995,EMBASSY EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"IST FLOOR, EMBASSY POINT, 150,INFANTRY ROAD, BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00063KA1995PTC017544,05-04-1995,SPARKLE MERCHANDISE PRIVATE LIMITED.,DORMANT,Private,Company Limited by Shares,"500,000.00",2,Karnataka,RoC-Bangalore,NA,"S-401, SOUTH BLOCK,MANIPAL CENTRE,DICKENSON ROAD, BANGALORE-42. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017578,07-04-1995,BANGALORE PAPER DISTRIBUTORS PRIVATE LIMITED.,STRIKE OFF,Private,Company Limited by Shares,"10,000,000.00",300,Karnataka,RoC-Bangalore,NA,"80, GANDHI BAZAR MAIN ROAD,BASAVANAGUDI BASAVANAGUDI BANGALORE Karnataka INDIA 560004",Indian Non-Government Company
U00063KA1995PTC017589,07-04-1995,GOLDEN SASH AGRO EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,400,000.00",200,Karnataka,RoC-Bangalore,NA,"201 GOLDEN THRESHOLD18, ALEXANDRA STREET RICHMOND TOWN BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
U00063KA1995PTC017784,08-05-1995,JAYSHEEL TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"GF1,'A'BLOCK,ALPINE APARTMENTS15/2 2ND MAIN 3RD CROSS, BELLARY ROAD, GANGENAHALLI, BANGALLORE Karnataka INDIA 560032",Indian Non-Government Company
U00063KA1995PTC017891,29-05-1995,JUVENILE AGENCY PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"100,000.00",300,Karnataka,RoC-Bangalore,NA,"19,2 ,FLOOR,JASMINE BUILDING,JC ROAD,BANGALORE-2 C ROAD,BANGALORE-2 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017924,31-05-1995,INSIGHT EXPORT COMPANY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"179, 11TH CROSS, 1ST BLOCK,BEL LAYOUT VIDYARANYA PURA, BANGALORE-13. Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC017931,01-06-1995,KLA EXIM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00",300,Karnataka,RoC-Bangalore,NA,"5,REDDY ESTATE,RGH HOUSEIV N BLOCK,RAJAJINAGAR BANGALORE-10 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC018012,13-06-1995,SKR PANDIT CONSULTANTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"106, 4TH CROSS, IST N BLOCKRAJAJINAGAR BANGALORE -10 BANGALORE -10 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC018654,28-08-1995,MATRIX INTERNATIONAL (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","442,000.00",Karnataka,RoC-Bangalore,NA,"475, KRISHNA TEMPLE ROAD, I STAGE, INDIR NAGAR BANGALORE AGE, INDIR NAGAR, BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC018670,30-08-1995,ASLS DIRECT MARKETING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,NO 3 IST FLOOR MILLERS TANKBUND ROAD OFF CUNNINGHAM ROAD BANGALORE Karnataka INDIA 560052,Indian Non-Government Company
U00063KA1995PTC019098,2-11-1995,AKSHAYA INNOVATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",400,Karnataka,RoC-Bangalore,NA,"10/2,S.G.N.LAYOUT, ,1ST CROSS LALBAGH ROAD, BANGALORE 560 027 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC019117,8-11-1995,MARK IMPEXANDSERVICES (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","6,000.00",Karnataka,RoC-Bangalore,NA,"NO.27/1, II MAIN ROAD, SESHADRIPURAM, BANGALORE. Karnataka INDIA 560020",Indian Non-Government Company
U00063KA1995PTC019225,21-11-1995,CHACHA COMMERCIALS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"4,19TH CROSS,LAKSHMIPURAMBANGALORE-8 BANGALORE-8 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC019276,28-11-1995,OM MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","40,000.00",Karnataka,RoC-Bangalore,NA,"1645/23,TECHERS LAY OUTDAVANGERE 577 005 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC019419,18-12-1995,SUVIDHI EXIM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.54, 7TH CROSS,SRI BALAJI COMPLEX MALLESWARAM,BANGALORE 3 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC019438,21-12-1995,FAARRAAGO EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","370,000.00",Karnataka,RoC-Bangalore,NA,"169,2 MAIN,AGS COLONY,RMV EXTN2 STAGE,BANGALORE-94 2 STAGE,BANGALORE-94 Karnataka INDIA",Indian Non-Government Company
U00063KA1995PTC019471,26-12-1995,KUSUM ASSOCIATES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"18,AKALWADI COMPLEX,VIDYANAGARHUBLI-21 HUBLI-21 Karnataka INDIA",Indian Non-Government Company
U00063KA1995ULT017864,25-05-1995,AFCO EXPORTS PRIVATE LIMITED,DORMANT,Private,Unlimited Company,"1,000,000.00","7,000.00",Karnataka,RoC-Bangalore,NA,"21/1,2 FLOOR,VAVASI CHAMBER ANNEXE O BLOCK,LALBAGH FORT ROAD BANGALORE Karnataka INDIA",Others
U00063KA1996PLC021476,9-12-1996,SRIPADA SHOPPING CENTER LIMITED,STRIKE OFF,Public,Company Limited by Shares,"500,000.00",700,Karnataka,RoC-Bangalore,NA,"121,SRI KRUPA, 13A MAIN,MATHIKERE LAYOUT GOKUL I STAG E, BANGALORE- 560 054. EBANGALORE Karnataka INDIA 560054",Indian Non-Government Company
U00063KA1996PTC019631,19-01-1996,KALPANA IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",200,Karnataka,RoC-Bangalore,NA,"54/1, BOMMANAHALLI, HOSUR MAINROAD, BANGALORE068 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC019686,25-01-1996,S.A.MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.3051, 80 FEET ROAD,HAL.II STAGE, BANGALORE-8 HAL.II STAGE, BANGALORE-8 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC019841,15-02-1996,HOTLINE EXIM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.538, 14TH CROSS, 27TH MAIN,IST PHASE J.P. NAGAR, BANGALOE-78 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC019873,20-02-1996,S N R OVERSEAS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.137/2, KHLLEGOWDA ESTATE,KAMAKSHIPALLYA MAGADI ROAD, BANGALORE-79 Karnataka INDIA",Indian Non-Government Company
